ticker,EPS,PER,BPS,PBR,DPS,DIV
004780,337,15.76,6719,0.79,100,1.88
017650,280,44.28,17050,0.73,0,0.0
007720,633,2.2,1643,0.85,0,0.0
317850,235,20.55,5213,0.93,70,1.45
290670,593,59.78,5448,6.51,0,0.0
078140,517,18.72,7289,1.33,50,0.52
036480,750,23.8,9235,1.93,85,0.48
025440,0,0.0,387,3.24,0,0.0
027830,0,0.0,1250,1.87,0,0.0
104040,39,71.0,1693,1.64,0,0.0
332290,0,0.0,0,0.0,0,0.0
336570,0,0.0,0,0.0,0,0.0
369370,0,0.0,0,0.0,0,0.0
020180,39,43.97,678,2.53,10,0.58
045390,30,173.4,1327,3.92,20,0.38
108380,1334,12.07,21740,0.74,200,1.24
006580,1070,3.05,5010,0.65,40,1.23
007680,845,10.98,25261,0.37,250,2.69
048910,90,121.7,6244,1.75,0,0.0
005710,1950,3.39,15540,0.43,125,1.89
290380,543,28.36,6992,2.2,250,1.62
290120,733,9.41,4288,1.61,200,2.9
120240,855,30.3,17078,1.52,300,1.16
003310,51,46.28,1472,1.6,30,1.27
078600,0,0.0,5269,7.23,0,0.0
096350,0,0.0,412,1.1,0,0.0
140520,0,0.0,4685,0.57,100,3.74
131220,165,83.94,3788,3.66,60,0.43
010170,0,0.0,2433,1.35,0,0.0
060900,0,0.0,188,10.29,0,0.0
054670,1085,10.09,4254,2.57,0,0.0
023910,4694,7.35,27796,1.24,400,1.16
021040,10,82.0,933,0.88,0,0.0
021045,0,0.0,0,0.0,0,0.0
067080,600,20.17,4354,2.78,150,1.24
298540,3167,17.38,12200,4.51,0,0.0
299170,0,0.0,0,0.0,0,0.0
035290,0,0.0,50,26.1,0,0.0
213420,798,52.94,6662,6.34,0,0.0
317330,696,26.88,7900,2.37,0,0.0
077360,563,21.31,8904,1.35,0,0.0
090410,39,35.9,1814,0.77,0,0.0
263600,556,15.88,5581,1.58,140,1.59
194480,0,0.0,9195,6.51,0,0.0
263800,0,0.0,1623,3.57,0,0.0
206560,0,0.0,2242,3.31,0,0.0
261200,0,0.0,0,0.0,0,0.0
067990,2036,3.26,8689,0.76,0,0.0
006620,536,20.34,3018,3.61,100,0.92
100130,171,36.1,4582,1.35,100,1.62
005160,263,13.0,7054,0.48,130,3.8
075970,140,30.31,4066,1.04,80,1.88
086450,1283,22.17,8031,3.54,160,0.56
099410,0,0.0,2108,0.75,0,0.0
033500,634,18.22,3517,3.28,220,1.9
025950,100,395.0,10388,3.8,0,0.0
088130,1111,8.23,15454,0.59,150,1.64
041930,684,18.94,6826,1.9,50,0.39
060380,101,24.4,2615,0.94,100,4.06
079960,3154,5.63,27524,0.64,300,1.69
228340,0,0.0,6112,0.86,0,0.0
088910,102,33.6,7357,0.47,0,0.0
094170,503,20.38,1503,6.82,50,0.49
013120,933,5.84,8492,0.64,170,3.12
109860,2420,5.02,17743,0.68,280,2.3
032960,852,15.43,14924,0.88,40,0.3
023790,611,8.95,7397,0.74,0,0.0
005290,1138,27.42,6931,4.5,90,0.29
025900,1581,31.94,26226,1.93,150,0.3
073190,0,0.0,2289,3.36,0,0.0
030350,0,0.0,773,3.1,0,0.0
203650,69,62.38,1271,3.39,0,0.0
223250,1032,14.73,2671,5.69,0,0.0
060570,0,0.0,2074,2.6,0,0.0
217620,39,48.47,887,2.13,0,0.0
187870,698,54.66,9062,4.21,0,0.0
066670,316,12.78,8006,0.5,100,2.48
110990,713,13.49,9120,1.05,200,2.08
263690,485,26.08,2872,4.4,50,0.4
214680,20,75.75,763,1.99,0,0.0
263720,404,87.6,3383,10.46,0,0.0
109740,308,20.45,5531,1.14,0,0.0
033430,0,0.0,64,5.78,0,0.0
131030,894,8.72,6505,1.2,100,1.28
196490,0,0.0,5715,1.13,0,0.0
066900,54,75.0,4423,0.92,0,0.0
127120,0,0.0,815,6.37,0,0.0
092070,220,97.25,8388,2.55,0,0.0
134580,0,0.0,2181,1.25,0,0.0
039840,1483,24.95,9174,4.03,0,0.0
104460,2212,12.18,6402,4.21,350,1.3
079810,0,0.0,1469,5.45,0,0.0
227100,0,0.0,4597,1.87,0,0.0
113810,0,0.0,597,1.5,0,0.0
043360,0,0.0,5064,0.53,0,0.0
197140,185,31.08,3932,1.46,70,1.22
106520,0,0.0,637,1.15,0,0.0
068930,762,9.79,3693,2.02,300,4.02
033130,92,30.0,2070,1.33,30,1.09
105740,1029,12.49,10995,1.17,200,1.56
263020,365,28.22,6629,1.55,0,0.0
290550,966,19.72,7085,2.69,0,0.0
187220,0,0.0,7738,0.89,0,0.0
131180,74,22.7,1964,0.86,40,2.38
317120,0,0.0,1873,6.27,0,0.0
042510,66,58.72,682,5.68,0,0.0
300120,989,26.95,6090,4.38,150,0.56
050120,0,0.0,6670,0.65,0,0.0
171120,584,13.61,5776,1.38,150,1.89
069540,276,19.64,2648,2.05,0,0.0
214260,18,1375.0,5733,4.32,0,0.0
171010,276,22.9,2683,2.36,0,0.0
084650,93,186.5,2922,5.94,0,0.0
217500,147,31.56,1265,3.67,25,0.54
033600,0,0.0,988,0.18,0,0.0
141080,641,84.25,4741,11.39,0,0.0
060300,0,0.0,312,5.87,0,0.0
038390,2699,7.74,19085,1.1,800,3.83
294140,0,0.0,623,14.64,0,0.0
228670,1915,26.95,8647,5.97,0,0.0
228850,933,13.34,11711,1.06,300,2.41
281740,10,347.5,1836,1.89,0,0.0
277810,0,0.0,623,41.5,0,0.0
215100,63,88.1,1383,4.01,13,0.23
090360,0,0.0,9889,2.48,0,0.0
108490,221,72.2,5454,2.92,0,0.0
067730,0,0.0,1676,5.7,60,0.63
071280,80,76.0,4274,1.42,0,0.0
038060,0,0.0,2482,1.06,0,0.0
085370,0,0.0,4417,2.33,0,0.0
08537M,0,0.0,0,0.0,151,1.07
060240,67,76.75,2898,1.77,0,0.0
058470,3485,41.72,19694,7.38,1200,0.83
039980,0,0.0,1723,0.67,0,0.0
019570,0,0.0,293,3.14,0,0.0
016100,0,0.0,1590,2.18,0,0.0
012700,1552,4.67,13926,0.52,150,2.07
302550,832,31.8,4229,6.25,0,0.0
029480,0,0.0,365,1.36,0,0.0
277070,313,16.48,3356,1.54,89,1.72
042500,571,11.09,3814,1.66,0,0.0
219420,59,124.94,3029,2.43,0,0.0
195500,337,24.69,3535,2.35,0,0.0
222810,0,0.0,91,5.86,0,0.0
305090,0,0.0,2453,6.69,0,0.0
098120,106,49.44,3942,1.33,0,0.0
147760,0,0.0,3801,1.94,0,0.0
038290,0,0.0,10686,3.14,0,0.0
267980,8206,8.68,51460,1.38,800,1.12
005990,1728,5.02,21233,0.41,140,1.61
127160,0,0.0,898,0.31,0,0.0
093520,368,14.29,3268,1.61,100,1.9
141070,0,0.0,969,1.17,0,0.0
100590,158,60.44,4807,1.99,0,0.0
067280,3162,10.44,18503,1.78,600,1.82
072870,1069,11.04,22365,0.53,450,3.81
215200,4035,12.91,20874,2.5,1100,2.11
133750,19,202.6,2483,1.55,50,1.3
235980,0,0.0,3897,23.06,0,0.0
041920,786,17.23,6582,2.06,0,0.0
014100,3302,1.27,6925,0.61,0,0.0
054180,0,0.0,756,1.98,0,0.0
086900,4292,45.94,39593,4.98,800,0.41
078160,0,0.0,7145,4.77,0,0.0
065650,0,0.0,601,5.46,0,0.0
021880,0,0.0,313,1.74,0,0.0
140410,0,0.0,4920,33.06,0,0.0
241770,834,17.1,13986,1.02,160,1.12
059210,143,17.48,2232,1.12,10,0.4
327260,453,63.38,7414,3.87,0,0.0
058110,0,0.0,365,36.72,0,0.0
096640,0,0.0,1327,1.42,0,0.0
257370,79,116.56,6005,1.53,0,0.0
080420,77,44.7,4320,0.8,0,0.0
080160,101,229.2,6567,3.53,120,0.52
100030,0,0.0,9486,2.5,0,0.0
087260,0,0.0,942,4.71,0,0.0
101330,1942,2.49,11222,0.43,0,0.0
012860,0,0.0,4817,0.66,0,0.0
348030,834,25.42,3362,6.31,0,0.0
250060,0,0.0,804,3.4,0,0.0
033200,0,0.0,5170,2.1,0,0.0
118990,0,0.0,3099,1.86,0,0.0
006920,50,97.4,2067,2.36,0,0.0
001810,61,58.62,9203,0.39,35,0.98
279600,0,0.0,3891,2.78,0,0.0
028040,0,0.0,376,0.74,0,0.0
095500,44,85.94,6611,0.57,0,0.0
218150,58,101.56,1589,3.71,0,0.0
353490,0,0.0,0,0.0,0,0.0
328380,0,0.0,0,0.0,0,0.0
333430,0,0.0,0,0.0,0,0.0
100790,310,27.48,3345,2.55,185,2.17
049950,1619,20.2,13519,2.42,220,0.67
213090,554,14.98,9297,0.89,120,1.45
207760,495,20.3,1750,5.74,25,0.25
059090,259,54.62,2955,4.79,40,0.28
214610,0,0.0,79,129.8,0,0.0
201490,356,19.48,2252,3.08,0,0.0
214180,1380,12.46,9384,1.83,230,1.34
206640,507,35.7,3134,5.78,50,0.28
018700,0,0.0,1661,1.78,0,0.0
035620,0,0.0,1079,1.33,0,0.0
064520,0,0.0,639,1.57,0,0.0
053030,273,54.75,5056,2.96,0,0.0
301300,0,0.0,3156,9.13,0,0.0
064550,0,0.0,1355,12.29,0,0.0
208710,219,7.67,1944,0.86,0,0.0
142760,0,0.0,1210,4.17,0,0.0
086820,0,0.0,5985,4.57,0,0.0
038460,1108,5.29,5269,1.11,63,1.08
086040,0,0.0,2070,4.72,0,0.0
032980,0,0.0,630,2.07,0,0.0
043150,2281,12.17,16730,1.66,100,0.36
323990,0,0.0,697,150.2,0,0.0
267790,883,11.49,5855,1.73,0,0.0
046310,119,26.12,2650,1.17,50,1.61
036620,0,0.0,287,2.82,0,0.0
066410,0,0.0,1334,1.35,0,0.0
206400,130,48.53,2025,3.12,0,0.0
019010,89,20.22,5349,0.34,30,1.67
177350,0,0.0,1742,3.27,0,0.0
299910,0,0.0,10465,1.7,0,0.0
225530,175,29.94,1889,2.77,50,0.95
250000,503,31.4,8180,1.93,150,0.95
006910,18,138.0,1743,1.43,0,0.0
226340,168,18.33,1106,2.78,0,0.0
014470,0,0.0,3040,0.86,20,0.77
008470,416,14.57,8763,0.69,90,1.49
338220,0,0.0,610,40.66,0,0.0
100120,2457,13.84,16139,2.11,400,1.18
337930,537,20.3,852,12.79,0,0.0
064480,0,0.0,2755,1.45,100,2.5
288330,142,91.9,4021,3.25,0,0.0
251630,442,25.34,5428,2.06,100,0.89
018290,103,79.6,1577,5.2,0,0.0
263920,0,0.0,6606,0.69,0,0.0
033560,101,71.7,9221,0.79,0,0.0
126340,1027,41.6,4223,10.11,0,0.0
121800,0,0.0,7328,1.89,0,0.0
148140,0,0.0,2592,3.56,0,0.0
082800,0,0.0,905,1.61,0,0.0
318410,1957,9.94,6483,3.0,0,0.0
200780,722,23.55,11025,1.54,100,0.59
141000,396,28.4,10954,1.03,0,0.0
090460,1926,9.55,8551,2.15,0,0.0
083650,0,0.0,2685,1.35,0,0.0
086670,661,17.94,8633,1.37,150,1.27
335890,0,0.0,0,0.0,0,0.0
138580,462,38.3,3905,4.53,285,1.61
082920,936,16.52,6567,2.35,100,0.65
054220,0,0.0,0,0.0,0,0.0
042370,746,13.47,6932,1.45,50,0.5
032850,431,20.16,2950,2.95,61,0.7
238200,387,67.3,11319,2.3,0,0.0
093190,565,8.38,7613,0.62,190,4.01
065450,77,90.94,1520,4.61,0,0.0
072950,333,19.61,9323,0.7,100,1.53
143240,2314,13.76,9543,3.34,580,1.82
100090,0,0.0,4829,3.64,0,0.0
122350,53,79.94,3682,1.15,0,0.0
014970,40,201.8,4755,1.7,75,0.93
018310,1112,9.31,23287,0.44,100,0.97
053700,0,0.0,12158,0.61,0,0.0
009620,0,0.0,655,1.85,0,0.0
023600,1784,7.03,21975,0.57,125,1.0
111870,0,0.0,1856,0.64,0,0.0
291230,0,0.0,0,0.0,0,0.0
009300,1671,8.74,26397,0.55,300,2.05
225190,1351,6.79,3893,2.36,1000,10.89
054540,273,19.02,5964,0.87,100,1.93
065570,0,0.0,8544,0.88,0,0.0
032280,213,10.09,4001,0.54,50,2.33
002290,265,17.55,4744,0.98,100,2.15
037460,892,15.41,12357,1.11,140,1.02
032750,2019,5.65,12767,0.89,200,1.75
054090,24,164.8,3698,1.07,75,1.9
000250,488,117.0,7142,7.99,50,0.09
024950,0,0.0,5991,2.15,0,0.0
038500,173,27.28,5916,0.8,50,1.06
017480,424,11.07,9497,0.49,150,3.19
046390,18,268.2,811,5.96,0,0.0
027580,0,0.0,631,2.71,0,0.0
038540,2282,2.85,9501,0.68,200,3.08
307870,0,0.0,0,0.0,0,0.0
329560,0,0.0,0,0.0,0,0.0
101000,0,0.0,400,2.11,0,0.0
091580,380,35.66,4905,2.76,50,0.37
263810,176,25.56,2424,1.86,0,0.0
089980,842,55.53,9392,4.98,160,0.34
042940,0,0.0,1064,1.22,0,0.0
042600,0,0.0,6449,1.57,40,0.39
263540,0,0.0,1101,1.83,0,0.0
294630,0,0.0,357,8.82,0,0.0
038070,1107,11.02,7213,1.69,100,0.82
006730,1,7860.0,11369,0.69,0,0.0
079650,0,0.0,3526,0.72,0,0.0
100660,173,33.75,4891,1.19,50,0.86
019770,0,0.0,5618,2.0,60,0.53
043710,0,0.0,1717,0.54,0,0.0
092190,147,101.4,4404,3.38,38,0.26
046890,601,31.28,11339,1.66,156,0.83
063170,0,0.0,4052,3.05,0,0.0
027040,59,16.2,1343,0.71,0,0.0
018680,28,310.8,5958,1.46,15,0.17
093920,672,11.25,8637,0.88,300,3.97
189860,138,27.06,3894,0.96,30,0.8
178320,2688,16.06,14558,2.97,300,0.69
122690,0,0.0,4352,0.71,0,0.0
140070,44,104.56,3336,1.38,0,0.0
011370,98,14.74,2994,0.48,30,2.08
065710,2978,6.8,14529,1.39,1200,5.93
035890,331,4.56,1826,0.83,30,1.99
357550,251,88.44,2271,9.78,0,0.0
003100,831,35.25,46250,0.63,350,1.19
123420,318,75.94,14294,1.69,0,0.0
171090,829,20.27,10070,1.67,100,0.6
086710,1270,16.97,5932,3.63,30,0.14
014620,221,32.53,15359,0.47,100,1.39
037350,0,0.0,8985,0.6,50,0.93
081580,0,0.0,6595,0.47,0,0.0
045300,492,10.65,5254,1.0,40,0.76
015750,492,13.21,13553,0.48,80,1.23
080470,0,0.0,5186,1.78,30,0.33
043260,0,0.0,1156,1.47,0,0.0
148150,1991,10.3,11869,1.73,250,1.22
053060,0,0.0,1770,1.23,0,0.0
017510,224,19.6,4681,0.94,80,1.82
214310,0,0.0,1565,0.75,0,0.0
011560,0,0.0,14252,0.44,150,2.4
100700,219,24.7,2174,2.49,50,0.92
234100,69,94.94,1619,4.05,0,0.0
024830,1572,3.99,22641,0.28,25,0.4
258830,520,19.33,6822,1.47,100,1.0
036630,4,206.5,557,1.48,0,0.0
039310,123,22.64,4462,0.62,0,0.0
067770,0,0.0,4464,1.16,0,0.0
053450,0,0.0,9257,0.9,50,0.6
234340,1466,22.27,11939,2.73,380,1.16
252500,30,130.0,1256,3.11,10,0.26
347000,0,0.0,1950,11.0,0,0.0
051980,0,0.0,528,5.05,0,0.0
331920,0,0.0,800,25.38,0,0.0
049180,0,0.0,213,28.08,0,0.0
299660,0,0.0,5359,6.83,0,0.0
268600,0,0.0,1745,77.2,0,0.0
108860,0,0.0,1380,2.11,0,0.0
208370,0,0.0,1114,2.15,0,0.0
068760,236,641.5,7674,19.73,0,0.0
091990,427,297.8,10816,11.75,0,0.0
290690,935,23.64,3274,6.75,50,0.23
053110,0,0.0,338,0.84,0,0.0
032680,0,0.0,975,1.76,0,0.0
032685,0,0.0,0,0.0,0,0.0
258790,26,117.1,401,7.59,0,0.0
066910,0,0.0,909,2.87,0,0.0
043100,0,0.0,566,0.69,0,0.0
154040,0,0.0,4924,0.86,0,0.0
035610,78,94.75,5130,1.44,0,0.0
357780,0,0.0,0,0.0,0,0.0
036830,6665,6.41,45837,0.93,850,1.99
304100,249,123.9,9100,3.39,0,0.0
086980,52,92.6,2247,2.14,50,1.04
050960,430,60.0,11277,2.29,75,0.29
084180,0,0.0,1235,1.68,0,0.0
253840,0,0.0,1838,7.78,0,0.0
058530,0,0.0,541,0.3,0,0.0
236200,3650,7.22,18961,1.39,0,0.0
317770,397,42.2,12939,1.29,0,0.0
094840,821,10.21,13936,0.6,0,0.0
192440,6690,9.67,47368,1.37,1300,2.01
099440,0,0.0,3428,0.5,0,0.0
033790,0,0.0,1168,0.71,0,0.0
131100,0,0.0,516,3.4,0,0.0
159910,0,0.0,282,0.93,0,0.0
158310,0,0.0,2426,0.21,0,0.0
115570,0,0.0,9954,0.5,80,1.6
253450,941,99.9,15242,6.17,0,0.0
204630,0,0.0,1371,1.46,0,0.0
013810,632,15.24,2614,3.68,0,0.0
039670,0,0.0,0,0.0,0,0.0
049830,0,0.0,22914,0.4,0,0.0
020710,786,7.01,5404,1.02,80,1.45
033170,0,0.0,1627,0.82,0,0.0
048870,54,56.2,1153,2.63,0,0.0
025320,89,42.47,1142,3.31,0,0.0
269620,37,52.16,732,2.64,40,2.07
131090,133,12.11,754,2.14,10,0.62
139050,0,0.0,417,2.41,0,0.0
290520,2258,7.71,7056,2.47,0,0.0
001000,9,312.8,595,4.73,0,0.0
025870,181,88.4,3963,4.04,0,0.0
215600,0,0.0,858,14.1,0,0.0
065350,261,34.28,5302,1.69,80,0.89
002800,141,55.3,3715,2.1,28,0.36
323280,0,0.0,0,0.0,0,0.0
344050,0,0.0,0,0.0,0,0.0
017000,1351,5.75,8649,0.9,0,0.0
012790,672,20.69,9044,1.54,150,1.08
138070,275,20.73,7926,0.72,70,1.23
226330,0,0.0,3505,4.38,0,0.0
333050,0,0.0,0,0.0,0,0.0
366330,0,0.0,0,0.0,0,0.0
056700,327,10.0,3315,0.99,50,1.53
187270,0,0.0,4818,0.67,0,0.0
243840,2446,18.64,15448,2.95,280,0.61
108320,2370,29.03,29033,2.37,830,1.21
222800,0,0.0,6678,3.45,160,0.69
036710,0,0.0,2910,0.88,10,0.39
160980,312,67.3,9725,2.16,250,1.19
356890,588,37.6,2703,8.18,0,0.0
217330,0,0.0,3181,18.8,0,0.0
010280,32,51.88,1095,1.52,0,0.0
208640,0,0.0,205,8.0,0,0.0
222420,0,0.0,869,2.55,0,0.0
037760,62,28.39,2143,0.82,30,1.7
136510,0,0.0,4633,1.27,0,0.0
099320,992,61.38,8775,6.94,210,0.34
049960,976,18.75,11022,1.66,600,3.28
050890,121,68.0,2350,3.5,0,0.0
066790,0,0.0,590,1.43,0,0.0
222080,212,66.5,926,15.23,0,0.0
264660,1432,9.43,8019,1.68,150,1.11
352700,0,0.0,1835,11.44,0,0.0
297090,750,41.53,4781,6.52,0,0.0
115530,0,0.0,222,3.78,0,0.0
225330,330,18.9,2079,3.0,425,6.81
115480,0,0.0,2747,0.68,0,0.0
189330,27,1319.0,853,41.75,0,0.0
096530,1026,126.9,5815,22.39,100,0.08
101240,659,12.84,5336,1.59,170,2.01
060590,0,0.0,3870,1.52,0,0.0
260930,797,21.33,17056,1.0,300,1.76
013990,0,0.0,4106,0.86,0,0.0
123860,0,0.0,5451,4.79,100,0.38
025980,0,0.0,4451,1.67,0,0.0
050320,0,0.0,60,16.5,0,0.0
058220,0,0.0,523,0.53,0,0.0
125210,109,122.94,2317,5.78,0,0.0
052710,37,912.0,20412,1.65,0,0.0
074430,0,0.0,590,4.19,0,0.0
092040,5,6170.0,6354,4.86,0,0.0
083930,1364,9.6,8150,1.61,300,2.29
149950,499,32.38,8719,1.85,100,0.62
036010,0,0.0,7706,0.88,70,1.03
050860,60,56.66,5637,0.6,50,1.47
246720,0,0.0,1291,4.0,0,0.0
067390,0,0.0,7376,0.89,0,0.0
127710,146,15.03,4044,0.54,0,0.0
154030,0,0.0,1562,3.59,0,0.0
227610,0,0.0,1707,1.11,0,0.0
143160,185,144.4,14218,1.88,250,0.94
054800,0,0.0,20285,0.63,200,1.56
332370,680,11.6,4385,1.8,0,0.0
339950,0,0.0,0,0.0,0,0.0
099190,1723,14.13,14454,1.68,200,0.82
289010,417,18.73,5793,1.35,100,1.28
214430,26,834.5,9715,2.23,70,0.32
040910,701,22.9,8394,1.91,150,0.93
068940,0,0.0,475,8.61,0,0.0
052860,339,12.98,3126,1.41,100,2.27
069920,0,0.0,1949,1.9,0,0.0
038880,7,224.2,236,6.65,0,0.0
123010,0,0.0,222,8.33,0,0.0
307180,0,0.0,621,5.24,0,0.0
101390,0,0.0,770,1.29,0,0.0
090740,509,10.2,4372,1.19,50,0.96
226350,0,0.0,456,0.47,0,0.0
078860,0,0.0,2035,0.66,0,0.0
114810,0,0.0,4788,1.29,0,0.0
031310,0,0.0,5581,0.76,0,0.0
185490,0,0.0,1634,8.45,0,0.0
059100,0,0.0,4061,1.41,0,0.0
262840,425,35.28,1586,9.46,100,0.67
175250,0,0.0,12658,3.5,0,0.0
052460,0,0.0,2209,2.47,0,0.0
119830,0,0.0,5276,1.53,0,0.0
052770,0,0.0,501,6.35,0,0.0
124500,21,278.5,1882,3.11,0,0.0
084850,2220,19.53,11668,3.72,0,0.0
027360,137,31.9,1412,3.09,35,0.8
032080,231,11.06,4437,0.58,0,0.0
013310,421,9.24,5499,0.71,0,0.0
059120,253,30.2,4198,1.82,100,1.31
158430,0,0.0,10518,2.27,0,0.0
067160,3164,24.2,10346,7.4,550,0.72
001540,221,57.9,11366,1.13,220,1.72
053800,2204,37.03,20539,3.97,900,1.1
065660,0,0.0,7607,6.78,0,0.0
297570,0,0.0,953,4.6,0,0.0
260660,1007,11.77,6969,1.7,200,1.69
131370,166,51.34,1163,7.33,20,0.23
140670,16,565.5,4310,2.1,0,0.0
096610,0,0.0,6140,0.91,13,0.23
061040,0,0.0,6140,1.3,0,0.0
148250,135,129.2,4500,3.88,50,0.29
347860,0,0.0,997,33.1,0,0.0
196170,0,0.0,2519,59.56,0,0.0
123750,0,0.0,1245,4.66,0,0.0
085810,0,0.0,2931,0.59,0,0.0
117670,0,0.0,3815,1.26,0,0.0
291650,0,0.0,924,24.08,0,0.0
293780,0,0.0,6907,7.3,0,0.0
196300,0,0.0,2989,5.12,0,0.0
310200,0,0.0,1881,0.83,0,0.0
205500,0,0.0,489,5.3,0,0.0
052790,1897,4.49,10423,0.82,0,0.0
131400,0,0.0,2215,2.09,0,0.0
290740,1484,6.41,7578,1.25,200,2.1
238090,0,0.0,2185,1.95,0,0.0
092600,0,0.0,2028,2.77,0,0.0
129890,575,44.78,1337,19.27,0,0.0
174900,179,171.8,2337,13.16,0,0.0
255440,1256,10.31,11536,1.12,150,1.16
030960,8787,1.45,11820,1.07,50,0.39
102120,815,15.52,5175,2.44,200,1.58
238120,16,478.2,2918,2.62,0,0.0
019990,51,132.8,4106,1.65,50,0.74
041440,65,87.7,10599,0.54,40,0.7
038680,408,17.2,4474,1.57,120,1.71
217480,0,0.0,4047,1.23,0,0.0
121890,0,0.0,1021,0.72,0,0.0
097780,0,0.0,950,1.48,0,0.0
042110,0,0.0,2083,0.71,15,1.01
298060,0,0.0,1704,19.42,0,0.0
065420,0,0.0,178,3.59,0,0.0
103230,0,0.0,5410,0.46,0,0.0
101490,528,61.28,4489,7.21,50,0.15
095910,0,0.0,7431,0.81,50,0.83
275630,194,29.84,4265,1.36,0,0.0
031330,380,6.79,2383,1.08,140,5.43
060540,355,6.66,3231,0.73,50,2.11
056190,3939,10.59,24380,1.71,1056,2.53
080000,226,18.31,3362,1.23,0,0.0
041510,0,0.0,18944,1.62,0,0.0
007820,229,31.66,3919,1.85,70,0.97
109610,0,0.0,3489,1.2,0,0.0
306040,1824,11.92,7047,3.09,400,1.84
080440,0,0.0,997,0.5,0,0.0
096630,0,0.0,1383,1.54,0,0.0
069510,2045,5.16,14115,0.75,600,5.69
041910,1304,8.36,8633,1.26,100,0.92
234300,0,0.0,1967,2.95,0,0.0
039440,1529,12.3,10548,1.78,250,1.33
098660,270,9.7,2810,0.93,120,4.58
052020,0,0.0,1029,10.79,0,0.0
237690,0,0.0,16132,4.79,0,0.0
050760,684,7.89,3429,1.57,50,0.93
288620,263,125.3,5422,6.08,50,0.15
317830,212,31.56,3737,1.79,20,0.3
058610,370,24.66,6336,1.44,100,1.1
043340,0,0.0,385,3.14,0,0.0
054630,0,0.0,683,1.99,0,0.0
200710,803,32.3,5518,4.7,0,0.0
096690,350,19.34,13630,0.5,0,0.0
298380,0,0.0,2914,7.41,0,0.0
195990,0,0.0,731,1.22,0,0.0
003800,4130,9.99,42247,0.98,1100,2.67
088800,0,0.0,2275,8.95,0,0.0
241840,0,0.0,4143,10.0,0,0.0
138360,0,0.0,1588,2.82,0,0.0
039230,0,0.0,483,0.37,0,0.0
312610,307,31.62,3523,2.76,100,1.03
102210,0,0.0,1517,0.73,0,0.0
072990,874,14.47,7129,1.77,30,0.24
176440,0,0.0,695,2.76,0,0.0
028300,0,0.0,3835,20.3,0,0.0
067630,0,0.0,7094,3.21,0,0.0
047920,34,464.8,1293,12.22,0,0.0
043220,15,67.7,425,2.39,0,0.0
239610,3722,11.11,15065,2.74,400,0.97
353070,0,0.0,0,0.0,0,0.0
353060,0,0.0,0,0.0,0,0.0
044780,45,38.88,2642,0.66,0,0.0
071670,145,106.2,7007,2.2,0,0.0
045660,789,42.1,9141,3.63,100,0.3
224110,480,54.78,9164,2.87,0,0.0
230980,0,0.0,841,6.98,0,0.0
021080,141,18.94,1660,1.61,50,1.87
089530,0,0.0,444,1.37,0,0.0
200470,239,28.28,3459,1.95,0,0.0
073070,0,0.0,2250,0.9,0,0.0
262260,1543,25.73,3866,10.27,0,0.0
109960,0,0.0,1178,0.55,0,0.0
089970,656,31.62,2561,8.1,0,0.0
230240,86,236.6,6753,3.01,0,0.0
064510,0,0.0,855,1.75,0,0.0
230360,975,27.28,3293,8.08,670,2.52
038870,620,13.68,5355,1.58,0,0.0
128540,76,56.06,4556,0.94,0,0.0
086520,946,66.06,12226,5.11,300,0.48
247540,1750,98.06,18010,9.53,150,0.09
038110,0,0.0,4274,0.5,30,1.41
073540,0,0.0,2742,1.81,0,0.0
064850,286,27.38,3067,2.55,70,0.89
064090,0,0.0,423,1.14,0,0.0
036810,1002,30.6,5592,5.48,80,0.26
173940,0,0.0,4622,1.23,0,0.0
083500,202,59.4,6180,1.94,0,0.0
054940,0,0.0,1570,0.99,0,0.0
205100,143,30.56,1958,2.23,0,0.0
070300,175,27.48,3165,1.52,0,0.0
092870,0,0.0,7266,1.91,65,0.47
317870,159,55.47,2897,3.04,0,0.0
067570,364,17.25,4904,1.28,50,0.8
236810,159,142.8,0,0.0,0,0.0
101400,0,0.0,580,1.4,0,0.0
217820,693,14.65,3288,3.09,80,0.79
031860,0,0.0,952,1.51,0,0.0
310840,0,0.0,0,0.0,0,0.0
353190,0,0.0,0,0.0,0,0.0
359090,0,0.0,0,0.0,0,0.0
365590,0,0.0,0,0.0,0,0.0
265740,991,17.77,2829,6.22,0,0.0
354200,0,0.0,398,40.1,0,0.0
208860,0,0.0,955,7.11,0,0.0
183490,0,0.0,9036,11.52,0,0.0
182400,0,0.0,3408,5.66,0,0.0
069410,203,38.9,4116,1.92,0,0.0
227950,0,0.0,1138,1.96,0,0.0
198080,1167,3.38,3492,1.13,0,0.0
048830,0,0.0,2153,0.94,30,1.49
096870,0,0.0,1480,2.81,0,0.0
061970,744,17.94,3419,3.9,50,0.37
138690,0,0.0,2625,1.94,0,0.0
290650,331,91.06,2635,11.44,100,0.33
066970,0,0.0,5040,14.23,50,0.07
156100,0,0.0,2343,17.3,0,0.0
073110,1603,6.58,13986,0.75,250,2.37
083310,143,117.5,9277,1.81,0,0.0
297890,1557,9.12,4594,3.09,0,0.0
037950,13,113.06,877,1.68,35,2.38
170920,104,122.6,11611,1.1,100,0.78
058630,406,20.77,2050,4.11,0,0.0
019590,133,8.46,627,1.79,0,0.0
169330,511,18.52,2521,3.75,220,2.33
